5409,7.9378e-19,1.635e-18,1.5919e-11,1.0452e-15,6.3649e-11,4.3323e-14,4.8234e-10,6.709e-15,9.2562e-14,8.5111e-08,8.2122e-13,4.7752e-15,2.659e-18,6.276e-12,1.3954e-15,2.8287e-15,2.0613e-13,6.3802e-11,7.1963e-14,2.2575e-15,8.468e-20,4.4197e-07,2.8583e-12,3.5578e-14,4.1734e-14,8.5839e-14,5.4947e-12,1,5.5952e-14,4.9349e-15,1.8319e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4286,1.4307e-23,9.0922e-20,2.4313e-15,1.9202e-15,7.9967e-12,1.4624e-14,7.6257e-11,8.3198e-15,4.8137e-14,8.9322e-17,5.0285e-13,7.484e-16,1.2079e-16,4.0376e-11,1.69e-14,1.5577e-14,1.1457e-14,1.305e-11,3.6642e-14,2.4079e-16,1.4818e-08,1,5.1313e-14,1.1214e-14,2.3607e-11,1.7077e-14,1.227e-08,1.2383e-13,6.3929e-14,4.9306e-10,1.6141e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4360,7.8398e-23,1.1034e-18,5.2292e-15,9.8041e-15,2.9859e-11,1.3141e-13,1.2657e-10,6.1429e-14,3.0651e-13,1.2421e-15,3.1508e-12,4.3502e-15,7.446e-16,3.581e-10,1.096e-13,9.8409e-14,8.1232e-14,4.1975e-11,2.7444e-13,1.3554e-15,1.0262e-06,1,2.2067e-13,5.1062e-14,5.5273e-11,1.1848e-13,1.8616e-07,2.7867e-15,3.0886e-13,7.6728e-09,1.011e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1485,6.8968e-16,4.9152e-25,2.0589e-17,2.4951e-11,9.3377e-13,1.5234e-10,4.1939e-08,1,5.8249e-13,2.2478e-13,5.6383e-13,1.2376e-12,3.9699e-16,3.2406e-14,1.3511e-14,1.1646e-15,1.5882e-11,1.232e-14,2.6483e-15,5.6749e-17,1.0673e-14,6.7964e-16,4.3399e-14,5.4597e-12,4.1325e-15,9.5967e-14,6.9878e-10,6.0909e-26,9.6427e-15,1.2434e-16,1.466e-08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,1.2259e-19,2.7156e-21,1.0925e-13,1.9726e-17,1,2.2055e-13,7.5074e-13,6.0679e-14,9.2097e-10,4.5028e-08,9.8685e-13,4.1478e-16,1.1883e-15,1.0009e-15,5.3741e-11,1.5969e-14,3.5948e-14,8.5336e-11,6.2514e-14,2.2521e-07,3.8061e-14,4.6897e-16,2.2227e-12,2.8641e-14,1.7825e-14,1.1248e-13,1.0176e-09,9.3984e-30,2.1615e-14,9.7158e-13,1.3932e-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,1.0412e-14,1.5647e-14,1,9.3855e-22,8.7644e-15,2.8976e-16,1.3396e-15,1.1995e-17,7.3614e-13,2.3653e-16,4.8267e-14,6.6223e-11,5.6626e-22,2.4946e-17,2.3752e-10,1.7067e-12,1.7274e-16,1.0006e-14,1.0941e-20,1.8904e-18,5.632e-17,2.0415e-18,2.0957e-18,7.4495e-15,5.1334e-18,1.3585e-15,3.5276e-12,1.0511e-29,5.5572e-17,2.7558e-22,8.8878e-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,4.631e-17,1.9461e-07,1.1603e-10,1,5.8343e-11,2.3509e-11,1.7501e-10,4.8926e-09,9.4281e-10,2.9336e-11,1.4191e-10,8.5465e-14,1.1152e-11,2.9068e-12,3.6005e-12,2.711e-12,8.7633e-12,1.4776e-12,9.2402e-13,5.3008e-14,1.0916e-11,1.4604e-13,2.0093e-12,4.218e-11,5.0534e-11,6.4107e-12,1.4446e-11,2.6562e-22,5.0719e-13,6.6625e-18,1.1723e-10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0.99998,4.1803e-07,1.0091e-41,1.9614e-26,5.4195e-17,5.324e-20,1.3802e-17,1.8553e-18,1.4485e-17,1.091e-14,9.3362e-15,1.8896e-20,1.4865e-05,8.193e-18,7.3473e-19,8.638e-18,3.6055e-18,6.052e-19,8.4631e-15,3.439e-21,4.1028e-18,2.6078e-20,2.3786e-18,8.1344e-19,5.4966e-19,2.4907e-14,2.888e-19,1.1654e-29,9.5337e-18,3.1575e-26,3.4602e-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,1.6299e-20,1.2474e-22,6.3864e-10,1.6192e-34,5.9925e-21,1.4226e-21,8.3887e-22,1.197e-21,2.2052e-21,2.5858e-28,5.0344e-18,5.1668e-17,4.9383e-21,1.3849e-18,7.6113e-15,1,2.831e-13,1.3188e-22,1.6445e-18,1.5595e-30,4.0483e-21,8.3875e-23,6.8188e-21,1.3793e-16,1.6432e-18,2.6599e-23,2.0533e-15,8.4064e-29,8.2275e-22,4.5145e-23,2.157e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5869,2.7688e-07,4.7229e-22,4.1058e-16,1.8092e-20,9.0806e-13,3.0088e-16,1.3367e-13,4.683e-14,1.5609e-13,1.5771e-12,2.9452e-12,5.4507e-16,2.4776e-12,2.661e-11,7.9313e-14,1.5249e-12,9.7824e-11,1.9869e-15,5.5257e-11,2.2003e-17,2.1795e-13,5.7896e-16,2.6653e-13,9.7546e-15,2.0158e-14,8.829e-10,2.045e-15,3.8235e-24,3.0859e-09,1,6.3137e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5712,8.4529e-36,9.7879e-11,6.1011e-28,1.2579e-20,1.6378e-17,6.6132e-21,4.2097e-16,5.5708e-19,3.3175e-18,5.9011e-20,3.3018e-16,7.7394e-22,3.3417e-16,8.2271e-15,3.3726e-19,5.1733e-19,9.8245e-12,3.1428e-19,8.4897e-15,6.4769e-24,4.4062e-18,3.8645e-21,5.3176e-20,1.9521e-19,8.2715e-16,1.7727e-09,3.3981e-18,3.4561e-26,1,5.6148e-10,1.9179e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
299,3.3572e-05,0.99908,0.00080248,2.5525e-06,1.8916e-06,1.25e-08,3.685e-07,1.6396e-06,8.8186e-06,1.6993e-07,9.4666e-06,4.5724e-10,1.1594e-05,3.5588e-08,8.7092e-08,3.1361e-05,1.2436e-07,2.3329e-08,3.0101e-08,1.3441e-09,2.1727e-07,1.4955e-09,3.1632e-08,5.9773e-07,1.1049e-05,8.5626e-08,5.2491e-08,4.1905e-18,1.8032e-09,6.4221e-14,6.855e-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
