2380,4.4102e-81,6.4229e-53,1.8582e-80,1.3061e-59,8.3069e-97,5.4242e-72,2.6487e-91,7.2549e-57,2.4363e-72,4.0873e-177,8.4163e-59,1,6.4116e-57,1.9888e-78,4.7334e-42,1.9039e-38,1.632e-72,8.7353e-55,1.8557e-63,4.061e-82,4.4039e-71,7.8636e-288,3.3478e-77,6.0676e-63,1.174e-104,7.8173e-46,1.3692e-81,2.1799e-168,7.9097e-84,1.4144e-64,3.5782e-82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,2.2756e-43,1.0918e-27,5.5583e-71,3.0916e-51,1.1007e-54,3.0221e-51,1.2586e-45,1.4566e-46,4.5969e-52,7.1178e-70,1.0356e-49,8.363e-48,1.0286e-62,1,9.0629e-52,2.4199e-33,1.3737e-10,1.2521e-51,1.0489e-45,5.7709e-58,5.4725e-34,1.5867e-87,1.2181e-37,2.4692e-49,2.5564e-35,7.3133e-58,1.2838e-55,5.762e-95,2.357e-39,6.6016e-37,1.3822e-63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3825,5.8757e-56,1.7862e-57,9.7616e-27,1.8566e-45,4.6885e-39,2.5105e-62,6.8965e-65,1.1055e-58,2.6873e-46,7.5762e-144,4.1375e-51,6.2799e-59,8.2608e-95,2.7578e-51,1.7877e-40,7.5098e-59,6.4708e-63,7.5826e-29,1.5865e-44,1,3.9984e-63,5.1561e-180,1.934e-63,1.2058e-66,2.7256e-62,3.5444e-52,2.5327e-37,4.2261e-234,2.0403e-63,5.7857e-57,3.4555e-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1468,3.8369e-105,5.1674e-60,2.9835e-108,8.1794e-80,6.4043e-101,4.3358e-32,5.6093e-100,1,1.1183e-80,3.3039e-160,1.2174e-102,2.573e-56,1.0832e-91,2.7091e-51,1.5577e-98,2.5085e-79,5.3672e-76,2.7022e-86,3.9529e-85,1.5243e-99,7.2761e-88,7.0366e-169,2.0702e-103,2.8848e-83,8.7686e-85,3.3705e-56,3.2666e-57,4.6398e-180,9.2527e-78,2.0694e-86,2.8597e-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,2.4689e-16,3.7772e-16,6.2819e-31,5.6767e-17,1.2418e-33,7.3098e-29,2.1507e-18,4.3046e-19,7.6979e-26,4.8406e-11,7.9319e-21,5.1802e-17,5.7059e-17,4.7381e-34,1.5276e-22,1.276e-19,1.2421e-18,9.1237e-16,2.5563e-16,1.0032e-15,5.0751e-15,1,8.9088e-28,2.1057e-23,4.5073e-21,1.4384e-25,8.7751e-29,1.2055e-15,3.6692e-15,1.3083e-17,4.8434e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
759,2.0463e-92,3.8152e-85,5.178e-97,1,1.3314e-101,2.8541e-85,3.3045e-39,2.5173e-79,1.072e-102,3.2405e-125,6.6472e-85,6.3093e-98,5.6227e-132,4.38e-191,2.1195e-88,1.3335e-95,3.1048e-98,2.461e-96,8.2545e-89,1.4003e-86,9.8409e-79,9.0037e-66,1.148e-100,3.1155e-102,1.912e-99,3.5355e-95,1.134e-277,5.7184e-214,1.0585e-100,1.6236e-94,7.765e-90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,2.0319e-97,1.2581e-85,3.5159e-50,1.6073e-90,1,2.5264e-102,2.1102e-93,4.667e-103,2.4127e-82,1.8586e-180,8.4244e-111,1.1927e-98,3.3692e-139,2.1454e-130,2.7636e-48,1.121e-93,1.8051e-108,4.0235e-81,6.4744e-88,1.7902e-25,3.761e-155,1.6418e-177,5.2537e-124,9.9293e-89,4.5612e-83,1.3332e-112,3.3013e-43,0,4.8042e-99,2.1906e-99,1.3736e-111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3435,9.0199e-63,1.0963e-65,9.0325e-60,1.0452e-51,3.4581e-75,4.8316e-80,3.446e-65,7.3865e-77,3.1032e-77,2.2401e-118,1.2552e-49,1.9637e-66,1.4505e-117,3.8677e-15,2.5441e-30,3.9659e-58,9.4197e-61,1,1.5989e-61,5.9262e-50,6.9202e-29,1.5487e-162,3.1797e-64,2.1017e-67,2.4457e-71,4.5012e-59,1.2197e-114,1.1548e-224,3.9641e-74,2.5409e-49,4.4307e-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1,3.7827e-46,1.0198e-57,1.1884e-50,6.1417e-80,1.1851e-82,1.0646e-64,2.2597e-76,2.6312e-76,3.37e-98,4.3452e-31,1.8949e-68,9.95e-63,1.4247e-79,6.3232e-83,1.5489e-64,2.0422e-63,1.0278e-95,2.7457e-65,1.7335e-61,2.9686e-164,3.69e-139,1.4848e-99,9.5668e-74,2.5429e-71,7.0854e-34,1.548e-109,1.0971e-113,3.4542e-48,1.0442e-53,2.1328e-75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,1.4018e-39,1.635e-46,8.2131e-67,5.1509e-40,1.9842e-59,1.0355e-50,1.4107e-36,2.0195e-23,1,2.3952e-79,8.5909e-25,1.4506e-33,5.1897e-88,3.4729e-87,5.5004e-43,1.8519e-44,2.5875e-49,6.3756e-64,1.9482e-27,9.611e-36,6.5185e-101,1.5785e-68,1.1185e-64,1.1578e-50,1.3272e-50,1.5898e-18,2.4928e-69,2.9133e-112,5.1901e-30,1.5035e-38,3.4821e-58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
