1,9.6994e-63,8.2855e-112,3.4734e-58,1.6985e-133,7.2328e-154,4.0663e-31,3.2611e-132,8.8912e-117,2.1441e-54,1.3428e-82,3.6345e-101,5.9212e-13,1.1265e-73,2.3629e-122,2.2759e-84,4.7286e-45,9.4408e-96,3.7157e-21,3.8081e-92,4.896e-165,1.0433e-204,4.352e-33,4.339e-124,1.131e-126,1.4384e-23,6.5561e-201,3.191e-68,2.4758e-58,8.6783e-21,4.4125e-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.3021e-54,1.0001e-113,3.1736e-52,1.6856e-124,1.8736e-123,7.7866e-32,2.1121e-135,2.4013e-102,5.8616e-58,8.4549e-65,5.4357e-109,7.111e-09,1.9821e-82,8.5421e-114,3.8885e-83,1.6106e-51,2.3385e-90,1.2759e-25,1.3572e-88,1.698e-153,2.1921e-198,8.4849e-38,2.7772e-114,6.2811e-118,9.2673e-20,1.4888e-191,5.0575e-64,3.4019e-38,1.0542e-24,4.5288e-92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9555,6.5165e-60,7.3397e-113,1.2731e-52,4.4151e-123,2.4472e-121,1.4168e-29,3.3823e-134,6.6292e-99,1.4665e-57,9.6339e-63,1.4832e-110,0.044503,2.2703e-83,8.0487e-116,2.9551e-82,6.9713e-51,1.6775e-92,6.6499e-27,8.1505e-87,1.251e-151,2.3027e-198,2.3875e-40,1.7284e-114,1.2995e-113,4.5091e-15,4.3331e-201,5.791e-67,7.6454e-27,1.2229e-26,7.3953e-92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.292e-69,1.4541e-111,3.2366e-59,7.372e-135,1.9161e-158,1.5443e-36,6.0345e-139,4.2549e-119,2.6289e-57,1.0464e-87,1.0628e-105,1.3272e-10,2.8543e-64,9.8573e-130,5.93e-87,2.037e-44,5.1766e-101,1.3515e-23,3.13e-95,1.3127e-171,4.8346e-207,4.7126e-34,4.8791e-126,6.2488e-125,2.5457e-19,1.3247e-219,2.9756e-60,3.2158e-46,4.7113e-23,1.4071e-101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.2421e-64,7.6246e-105,2.263e-63,7.117e-137,5.8555e-160,1.7293e-38,4.7856e-127,2.8412e-126,8.0153e-57,7.2419e-90,2.1755e-95,1.6956e-14,2.2995e-61,6.6482e-123,9.6575e-82,4.3305e-44,3.4071e-98,1.3904e-20,4.4847e-91,9.9319e-170,4.5187e-204,7.646e-30,1.0752e-125,3.3725e-128,1.4379e-21,6.2751e-198,2.2103e-79,1.5175e-67,5.9391e-23,1.6956e-104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4.4858e-60,3.4734e-99,2.8547e-56,1.3589e-130,1.9269e-147,9.2653e-36,1.9509e-123,1.8661e-114,1.034e-52,1.1035e-79,2.7936e-86,5.3392e-16,6.6836e-64,2.0033e-109,3.888e-75,1.212e-39,3.5196e-92,1.1611e-18,7.8509e-88,1.5318e-168,3.7135e-194,5.9652e-28,1.5803e-114,2.3047e-121,3.0603e-24,1.0855e-175,2.0835e-68,2.2579e-60,3.5471e-15,1.7878e-97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4.9084e-65,1.9572e-108,6.8298e-65,6.8035e-137,6.7878e-155,3.9133e-39,5.8466e-128,5.7936e-125,7.7555e-58,6.4889e-88,1.667e-95,1.112e-14,4.2206e-66,7.6348e-121,4.2156e-82,4.2762e-46,3.3354e-97,1.1006e-22,1.3211e-91,1.6079e-171,2.6863e-202,1.7631e-30,7.027e-123,3.2278e-127,1.1128e-22,2.7483e-194,9.0942e-80,2.6082e-64,4.9031e-26,1.5087e-105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99999,1.5968e-72,3.8174e-117,8.6659e-62,1.5388e-138,9.6191e-156,4.679e-35,6.4841e-145,1.1768e-117,8.7098e-58,5.9546e-84,8.302e-110,9.876e-06,5.3468e-75,5.4954e-130,1.0895e-87,3.7519e-46,1.326e-104,1.3432e-24,2.3817e-97,1.0605e-174,1.2718e-213,4.473e-41,1.2778e-123,1.4069e-122,4.0601e-19,1.28e-225,2.3267e-60,2.301e-34,1.9488e-27,3.0975e-103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.8918e-66,2.2747e-110,3.882e-62,1.946e-135,4.1625e-150,2.5857e-40,4.3857e-134,6.7714e-121,2.0085e-57,1.1283e-83,7.8514e-98,7.437e-14,1.7908e-65,2.452e-120,2.8317e-83,2.7414e-46,3.9259e-96,1.5815e-25,8.3961e-94,7.9229e-178,2.8132e-199,7.9234e-33,1.8193e-118,7.3869e-124,4.561e-22,1.8568e-198,2.9013e-67,4.3208e-50,7.8052e-26,5.2232e-103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.5206e-66,8.0655e-108,6.376e-66,1.0272e-132,7.4403e-167,3.3408e-39,5.0837e-125,9.5771e-128,7.2436e-56,1.0004e-92,6.4557e-99,1.7414e-16,9.4406e-59,8.1522e-127,6.5059e-84,6.2207e-47,2.1381e-93,5.7248e-22,2.6288e-92,8.0937e-165,1.5465e-200,1.1935e-28,1.0838e-129,5.0864e-128,3.5283e-22,2.2619e-205,4.7915e-75,1.608e-68,2.042e-29,4.9675e-105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
